sku|name|description|store_id|department_id|category_id|subcategory_id|price
22883828|12" x 26" Velvet Red and Silver Snowflake 6 Loop Indoor Christmas Bow|Large, soft red velvet bow with glittery silver snowflakes Use it for oversized wreaths, decorating super large deluxe presents or as a showpiece on a tree, the possibilities are endless Recommended for indoor use only - if using outdoors place under a…|9|124|20208|27967|$8.49
21178718|Ava Garden Stool|Ava Garden Stool|1|4|715|2040|$86.49
10258289|Various - Hardstyle Sessions 4|Audio Mixer: Stephan Endemann. Arrangers: S. Molijn; Stephan Endemann; Eelke Kalberg.|3|10|861|2611|$15.86
20121609|Anderson Metals 757486-121208 Male Garden Hose Adapter, 3/4" x 3/4"|not_available|1|36|3633|22457|$10.57
12598310|Celebrity Pink Women's Light Wash Jeans|These light wash Celebrity Pink jeans are embellished with light green accent stitching, rhinestones and have a skinny leg.|7|213|2125|12750|$11.99
22394157|Fossil Men's FS5304 'The Minimalist' Brown Leather Watch|Fossil's founding principal of bringing fashion and function together is visible in their unique styles. This men's watch from the The Minimalist collection features a brown leather strap and blue dial.|4|292|3434|20658|$96.99
15123472|Art in Style Vintage Motel with Pool Sign Giclee Canvas Wall Artt|This Art in Style giclee on canvas depicts a motel and pool sign in a color palette of red, blue and white. This giclee reproduction delivers vivid color, fine resolution, and smooth transitions.|1|216|29366|29436|$77.99
13301885|As Seen on TV Bendaroo's 750-piece Model Art Building Kit|These fun Bendaroos magic wax super strings bend around and stick to almost everything without glue, stains or mess. Kids love expanding their creative side and Bendaroos are a perfect way to occupy their time.|34|261|3147|19168|$21.99
16304568|iCanvas ART Anderson Design Group South Carolina Series: How to Talk Kitchen Canvas Print Wall Art|<li>Artist:N/A</li> <li>Title:South Carolina Series: How to Talk Kitchen  by Anderson Design Group Canvas Print Wall Art</li> <li>Product Type: Gallery wrapped canvas art</li>|1|216|29366|29436|$39.49
22586460|Youth Solid Football Jersey - Red - L|100% polyester mesh body 100% polyester dazzle sleeves and 2-ply shoulder "CLICK HERE" for Polyester Printing Tips 80/20 polyester/spandex side panels and collar Hemmed elastic sleeves Moisture management/antimicrobial performance fabric Loose fit  …|7|113|2111|12672|$40.45
19957184|Denco Sports Mojo San Diego Padres Premium Pink Wheeled Backpack|Mojo San Diego Padres Premium Black Wheeled Backpack|33|256|700|3390|$69.99
16502123|Gioelli Sterling Silver Diamond Accent Peace Sign Stud Earrings|Express yourself in style with these sterling silver peace sign earring studs. Embedded with six round-cut genuine diamonds, these highly polished studs feature a butterfly clasp for safe keeping.|4|13|2353|14495|$48.99
12412185|Hand-woven Mandara Multicolor Wool Rugnner (2'6 x 6')|<li>Add interest to your home decor with hand-woven rug</li> <li>Casual rug features shag pattern in Ferrari red, sapphire, blue and chocolate color options</li> <li>Rug is crafted of 100-percent wool</li>|1|3|244|605|$59.99
22276260|Bailey 44 NEW Blue Royal Women's Size Large L Sheath Illusuion Dress|Color: Blues Size Type: Regular Size (Women's): L Lined: Yes Sleeve Style: Sleeveless Occasion: Cocktail Style: Sheath Dress Length: Knee-Length Material: Polyester Zipper: None|7|213|2120|25263|$29.97
20574894|Auriya GIA Certified 14k White Gold 6-Prong 2.25 ct. TDW|Auriya GIA Certified 14k White Gold 6-Prong 2.25 ct. TDW (E-F, SI1-SI2) Round-Cut Diamond Solitaire Engagement Ring|4|13|2360|14630|$51,941.49
19108974|Special One Cotton/Polyester Active Jogger 2-piece Capri Set with Rhinestones, Printed Elastic Waist|Good For School Play and School ActivityThese will make the cutest facebook & pinterest pictures! Both shirts and apir are a perfect color match. We Match! Super soft cotton for greater fit and comfort - slimmer fit and feminine shape|7|117|2146|20490|$19.99
10285388|Introduction to Symplectic Dirac Operators|Description not available.|3|9|1545|7011|$41.73
16693945|Hand-woven Boise Flatweave Abstract Wool Rug (2' x 3')|Add a contemporary element to your decor with this abstract patterned rug. Hand-woven with wool, this flatweave reversible designed rug will enrich any room, and the low pile makes it easy to clean.|1|3|244|2005|$17.99
3154380|El Cangrejo Bayoneta/Horseshoe Crabs|Description not available.|3|9|1408|6253|$5.10
13422099|Machinedrum - Late Night Operation (Vinyl)|not_available|3|10|874|26066|$14.27
19322161|Sterilite 06219006 2 Piece Black Sink Set|<br><br><ul><li>Sink set</li><li>Inclined drainboard for water to easily drain into sink</li><li>Perimeter cup holders</li><li>Unique channeled grooves to hold dishes in place</li><li>Black</li><li>2 piece set</li></ul>|1|2|706|24867|$27.99
21413909|Jolee's Boutique Dimensional Stickers-Doctor|ek success jolees boutique le grande dimensional stickers. dimensional and  multi media stickers designed by the industries most creative minds. made of  metal wire foam paper wood sand shells denim and or more this package contains  one 7x3in sheet. size|34|260|3134|20185|$6.29
18542346|Women's Demonia Vail 04 Ankle-Strap Flat Black Vegan Leather|Vail 04 is an edgy flat featuring double ankle straps, studded upper, and a skull charm on the second buckle.|7|29|692|2749|$59.95
22700458|14ky LogoArt East Carolina University Small Pendant with Necklace|14ky LogoArt East Carolina University Small Pendant with Necklace|4|13|2357|14584|$391.41
18956930|KESS InHouse Nika Martinez 'Abstraction Blue & Gold' Luggage Handle Wrap|Secure this travel accessory to your luggage and ditch those ugly ribbons you used to use to identify your bag at the airport. Colorfully styled, the unique handle protector makes your bag stand out and lets you show your favorite KESS InHouse artwork.|33|277|3106|19069|$7.69
19459430|nuLOOM Contemporary Abstract Painting Multi Rug (9' x 12')|This area rug is crafted with easy-to-clean yarns that prevents shedding, unlike wool. The rug features a variety of modern shades that will enhance your decorative scheme.|1|3|244|608|$727.99
21127647|BeadSmith Unions, 8/0 Round Seed Beads, 22 Gram Tube, Black California Silver|BeadSmith Unions, 8/0 Round Seed Beads, 22 Gram Tube, Black California Silver|34|261|3141|19162|$8.75
19275039|Shaw Propeller Brown Qtr Rd|not_available|1|36|3380|20283|$30.99
21347701|Connected Apparel NEW Black Beige Printed 16 Belted Split-Neck Dress|Color: Blacks Size Type: Regular Size (Women's): 16 Sleeve Style: Cap Sleeve Occasion: Wear to Work Style: Sheath Dress Length: Above Knee, Mini Material: Polyester Zipper: Back Zipper|7|213|2120|25263|$23.97
18839065|Women's Fashion Floral Soft Wraps Scarves - F2 orange - Large|not_available|7|28|955|7075|$9.99
20846023|RBX Printed Boys Pant Outfit - 12 mo|not_available|7|27|1323|5688|$14.99
15685020|Indoor/ Outdoor Fiesta Chocolate Island Rug (2' x 6')|This Fiesta rug is a luxurious and durable indoor/outdoor rug made to be a wonderful addition anywhere around your home. This tightly-woven polypropylene rug is UV treated to prevent excessive fading and is mildew resistant.|1|3|244|605|$82.99
11526158|Die Biographie - ZurGrundlegung ihrer Theorie|Description not available.|3|9|854|6801|$153.45
19951301|Unlimited Cellular Snap-On Case for LG Optimus G Pro E980 (Fluorescent Pearl Blu|not_available|2|51|2764|17317|$7.99
17111833|Powell Distressed Shutter Door Cabinet|Add a stylish touch to any space with the Antique Shutter Door Cabinet. This cabinet features a cool, antique blue finish that provides a rustic touch that is sure to blend well with a variety of decors.|1|32|713|2030|$348.98
21792443|Tool, Voltage Detector, Voltalert, 24-90vac|Fluke Volt-Alert Test for voltage by touching insulated wire Check phase voltage Tip glows red when voltage is present One year warranty Batteries included|5|449|4522|27802|$100.30
22814135|Premium Thick-Wrap Canvas entitled Antigua city, Guatemala, Centroamerica|Premium Thick-Wrap Canvas entitled 'Antigua city, Guatemala, Centroamerica'. Antigua city, Guatemala, Centroamerica. Multiple sizes available. Primary colors within this image include: Forest Green, Black, Gray, Silver. Made in USA.|1|216|2194|13042|$58.99
21101469|Breaking Bad Golden Moth Chemical Logo 6oz Flask|Choose your own chemicals with this cool Breaking Bad flask! The Breaking Bad  Golden Moth Chemical Logo Flask is a black, six-ounce, stainless steel flask  with a latched screw-top lid. It features the logo for Golden Moth Chemical,  the company that sup|1|3|248|39|$13.98
17624726|Herat Oriental Indo Hand-woven Striped Contemporary Wool Kilim (4'5 x 6'6)|With a distinctive style, a gorgeous area rug from India will add some splendor to any decor. This Kilim flat weave area rug is hand-woven with a geometric pattern in shades of dark green and beige.|6|48|795|2260|$136.99
16131075|The Jewish-Christian Encounter in Medieval Preaching (Hardcover)|<p>This book explores the complexity of preaching as a phenomenon in the medieval Jewish-Christian encounter. This was not only an &quot;encounter&quot; as physical meeting or confrontation (such as the forced attendance of Jews at Christian sermons th...|3|9|1527|6893|$126.41
11925100|Antarctic Seals (Paperback)|Description not available.|3|9|1541|6968|$49.60
20097964|Stamerra BOSSA ACQUA Turquoise Genuine Leather Cuff Bracelet|This statement cuff bracelet by Stamerra features a pure leather wide band with chunky squeeze lock feature.|4|13|2350|20527|$69.99
489492|Carol Saxe Sea Breeze I|Carol Saxe Sea Breeze I|1|216|29368|29440|$42.99
15709758|Clairol Balsam Hair Color Auburn 606 (Pack of 4)|Clairol Balsam Hair Color Auburn 606 (Pack of 4)|8|210|2078|19412|$17.59
21209574|Girls Dorothy Sequin Halloween Costume|Dorothy is not in Kansas anymore, and she knows it! She claps her heels,  follows the yellow brick road, and makes new friends along the way, in dire  hope of getting home safely. In the Wizard of Oz, Dorothy meets a tin man, a  lion, and even the Queen|7|27|2758|17248|$36.94
21867104|Capital Lighting Ravenwood Collection 3-light Black Iron Bath/Vanity Light|This Ravenwood collection 3-light bath/vanity light features a black iron finish that will complement many classic and traditional decors. Clean lines of the steel frame add interest while the clear seeded glass shades give a unique look to the light.|1|3|300|11254|$138.00
18373336|Double Black Diamond Decanter|Featuring a beautiful cut glass construction with a bold design, this Hip Vintage Bograd Decanter will make a stylish complement to your next party or gathering. This glass decanter has a geometric pattern that will pair with almost any decor.|1|2|1464|6462|$38.49
22478996|Educational Insights Mineral Collection|Mineral Collection|5|49|3291|19667|$21.99
20814588|Baffin Cush Booty Round Toe Synthetic Winter Boot|not_available|7|29|657|1937|$28.98
14106659|Safavieh Lyndhurst Traditional Floral Green/ Multi Rug (2'3 x 8')|This neutral green rug has intricate designs that look elegant in the home. The Oriental floral designs look beautiful on the ultra-low-shedding rug, and the thick pile helps keep your feet warm. The powerloomed rug is durable and sure to last.|1|3|244|605|$54.40
18552784|Designart 'Blue Fractal Desktop Wallpaper' Abstract Digital Art Canvas Print|Available in several sizes, printed in high quality fade resistant ink on premium quality cotton canvas.  Gallery-wrapped around solid wood subframe, arrives ready to hang.|1|216|29366|29436|$82.49
3328782|I Do Solemnly Swear: the President's Constitutional Oath: Its Meaning and Importance in the History|not_available|3|9|1537|6940|$73.49
21620015|Javarin Night Table B171-190 Javarin Night Table Gray|Signature Design by Ashley® Javarin Night Table The Ashley Javarin Night Table With its clean-lined look and modern attitude, the Javarin night table is a fresh style awakening. Open design keeps their favorite keepsakes close at hand.|1|32|710|2016|$96.99
14334543|Design It Simple Decorative Fruit-Large Purple Grapes|FLORACRAFT-Design It Simple Style: Decorative Fruit. This imitation fruit looks real enough to eat! Unlike real fruit however this plastic alternative will never go bad. This package contains one bunch of Large Purple Grapes.|34|261|20199|20200|$8.89
19985581|Len Dawson Signed Chiefs TB Riddell Mini Helmet wSB IV MVP|not_available|5|20|807|2335|$104.00
22302518|9'' Portable CD/DVD Player, Built-in Rechargeable Battery, USB/SD Card Memory Readers (Red)|Features: Lightweight, Compact & Portable Hi-Res Widescreen Display Top-Loading CD/DVD Tray Built-in Rechargeable Battery Dual Full Range Stereo Speakers USB Flash & SD Memory Card Readers Versatile Digital Media File Compatibility Audio, Image & Video…|2|5|810|2342|$182.99
13139490|How to Write an Interview (Hardcover)|A great interview is more than just two people talking. An interviewer must learn how to ask the right questions. The activities in this book will help the reader learn more about interviews and how to turn an interview into interesting text.|3|9|1539|6955|$27.98
22882047|24.5" Gray and White Snowman with Striped Hat Christmas Tabletop Decoration|On a calm winter night this snowman serenely sits watching the snow fall Features a zig-zagged patterned scarf and striped hat in shades of gray and white A gray snowflake is accented with a wooden button For indoor decoration only Weighted bottom for…|46|479|29341|29353|$17.49
17692803|Statistical Thermodynamics of Semiconductor Alloys (Paperback)|<i><p>Statistical Thermodynamics of Semiconductor Alloys</i> is the consideration of thermodynamic properties and characteristics of crystalline semiconductor alloys by the methods of statistical thermodynamics. The topics presented in this book make i...|3|9|1541|6967|$115.10
21836035|Pacsafe Citysafe CS300-Cranberry Anti-theft Backpack|Pacsafe Citysafe CS300 Brand New The PacSafe Citysafe CS300 is an Anti-theft Compact Backpack for Tech Savvy Women that fits an 11in MacBook .|33|256|700|3390|$84.15
22445693|Ancient Nutrition Bone Broth Collagen Pure - 30 Servings - Superfood - Type I, II, III Collagen - Pa|Is Ancient Nutrition Bone Broth Collagen the right superfood for you? Introducing the first collagen protein powder from the Ancient Superfood - Bone Broth. Bone Broth Collagen contains type I, II and III collagen from real, whole food sources.|8|39|1506|6756|$37.80
19288258|Moen 1H Chr Shower Faucet|not_available|1|36|3380|20283|$154.19
21349170|Destroying Yemen: What Chaos in Arabia Tells Us About the World (Hardcover)|<div>Since March 2015, a Saudi-led international coalition of forces&mdash;supported by Britain and the United States&mdash;has waged devastating war in Yemen. Largely ignored by the world&#39;s media, the resulting humanitarian disaster and full scale...|3|9|1527|6893|$99.08
14070897|StarTech.com 2m Fiber Optic Cable - Multimode Duplex 62.5/125 - LSZH|StarTech.com 2m Fiber Optic Cable - Multimode Duplex 62.5/125 - LSZH - LC/SC - OM1 - LC to SC Fiber Patch Cable|2|7|272|130|$19.99
10629267|A Man of Sentiment: The Memoirs of Philippe-Joseph Aubert de Gaspe 1786-1871|Description not available.|3|9|2041|11193|$13.55
16349936|Super Restorative Total Eye Concentrate (Unboxed) by Clarins for Unisex - 0.53 oz Treatment|Transform from temple to temple with super restorative total eye concentrate. This expertly formulated all-in-one eye concentrate treats dark circles, puffiness, crow's feet and fine lines between the eyebrows for a pampering total beauty experience.|8|210|2081|21082|$16.99
18501391|Vienna Jewelry Purple Citrine Multi-Petite Gem Inserted Swirl Ring Size 7|not_available|4|13|2360|16062|$29.99
22655609|The Lieberman Collection 'Tail Light' Canvas Art|The Lieberman Collection 'Tail Light' Canvas Art|1|216|29366|29436|$49.99
10089840|Eventide|<p>Eventide:  the time from when the sun begins to set until total darkness has descended...It was once of those magical seasons that lives forever in memory.  An Italian seaside village.  Days of adventure and romantic exploration.  Moonlight swims in...|3|9|1540|6959|$14.69
11149541|Islam and Christianity Today|not_available|3|9|1540|6960|$160.00
17083727|Development-Oriented Corporate Social Responsibility: Locally Led Initiatives in Developing Economie|This volume provides a platform for localized perspectives on CSR in developing countries across the globe. The editors bring local context and business to the forefront and highlight the efforts spearheaded by indigenous actors from within the develop...|3|9|1407|6248|$105.62
21630962|StarTech CK9041B DVID4N1USB6 6 Feet 4-in-1 USB Dual Link DVI-D KVM Switch Cable with Audio and Micro|Compact 4-in-1 construction for clean and discrete connections.Supports DVI-D  Dual Link video for the best possible digital picture through a KVM.Combines 4  peripheral cables into one.Dual Link DVI-D signal is supported.Backwards  compatible with DVI-|2|477|2165|12938|$32.95
20602178|Allway Tools DS30 Plastic Wall Scraper, 3"|not_available|1|33|3490|21271|$32.85
22878199|4" Teenage Mutant Ninja Turtles Red "Silent Night, Ninja Fight" Disc Ornament|From the Teenage Mutant Ninja TurtlesÂ© Collection Officially licensed merchandise Features a red disc ornament printed with all 4 of the Ninja Turtles in a fighting stance accented with glitter and the words, "Silent Night, Ninja Fight" printed on the…|46|479|29341|29359|$14.49
21176278|Nikky by Nicole Lee Kimora Beige Crossbody Handbag|Key Features: Shiny glitter sequins Fancy slide flap on front Attached adjustable strap|7|111|1317|12255|$36.99
13868114|Medical Terminology for Health Professions|This version does not include the free StudyWARE CD-ROM.|3|9|1406|27607|$121.91
22214761|Cdstk Canvas 12x12 80lb Espresso Bean|not_available|34|260|3130|20170|$19.76
14920063|Style Setter Norfolk Glass Crystal 5-liter Beverage Dispenser|Give your guests something to talk about with this attractive beverage dispenser. This beautiful piece is made of glass crystal with a timeless design.|1|2|1464|19132|$26.49
20510567|NcStar Black Expert Carrier Vest with 10x12-inch PE Hard Plates|Expert Carrier w/10X12 PE Hard Plates/ BlackFeatures:- 2963 Series Expert Plate Carrier MOLLE webbing on the front, back, and side panels allows the attachments of MOLLE accessories like holsters, mag pouches, utility pouches, and other essential|5|347|4086|25029|$349.99
11319143|Athenatech CASRD05 Notebook Cooling Pad|Athenatech CASRD05 Notebook Cooling Pad|2|473|20263|18531|$26.99
21086164|Gucci Women's 308005 Taupe GG Charm Shine Lovely Zip Around Clutch Wallet - 7.5" x 4"|Style 308005 Gorgeous Shiny Metallic Silver Taupe Leather Zip Around Styling  Golden GG Charm Pull Interior Center Zip Compartment 12 Credit Card Slots 3  Long Open Slots Gucci Serial Number Embossed Into Interior Leather Made in  Italy Condition: New wit|7|211|2100|12546|$325.00
17605160|nuLOOM Contemporary Ombre Waves Grey Rug (5' x 8')|This area rug is crafted with easy-to-clean yarns that prevents shedding, unlike wool. The rug features a variety of modern shades that will enhance your decorative scheme.|1|3|244|607|$82.62
19556536|Evan Longoria Playoff Clincher WalkOff 8x10 Photo|not_available|5|20|807|2333|$139.00
18738443|Budweiser Men's Red Bottle Label Tank Top|Wear this men's Budweiser tank top to show that you're ready to party.|7|26|3410|29427|$27.99
15078260|Journee Collection Sterling Silver Cubic Zirconia Starfish Stud Earrings|Dazzle them every time you wear these shimmering cubic zirconia starfish stud earrings. These brilliant sparklers feature round stones set in highly polished sterling-silver settings for added shine. Butterfly clasps ensure they stay put.|4|13|2353|14492|$37.99
15687334|Lid Inserts 4/Pkg - Daisy|Lid Inserts 4/Pkg - Daisy|34|261|3142|19163|$6.99
19612908|Gospel Hymn Book: Leather Edition (Paperback)|The Gospel Hymn Book has been revised to bring it up to date. It combines a mixture of old and new hymns suitable for general and evangelistic use.|3|9|1406|27608|$16.22
2841188|Rain of Ruin|not_available|3|9|1527|6893|$16.88
17776405|Hitler at the Obersalzberg: With Perceptions (Paperback)|not_available|3|9|1527|6891|$13.70
19655419|Kess InHouse Ann Barnes "September Afternoon" Red Leaves Wall Clock 12"|September Afternoon Red Leaves Wall Clock|1|3|248|37|$32.49
20261653|John Howard Payne Cigar Home Sweet Vintage Label (100% Canvas Tote Bag Gusset|not_available|33|30|694|3382|$14.99
22541493|Napco Dc97-14486A Electric Clothes Dryer Heat Element (Samsung(R) Dc47-14486A)|? Replacement dryer element;? Samsung(R) DC47-14486A;|2|8|271|2876|$173.86
19003499|Maidenform Women's Firm Control Latte Lift Hi-waist Brief|Smooth and support your waist with these women's control briefs.|7|213|2121|12730|$18.99
14384358|Comic Tradition in America an Anthology of America (Paperback)|The selections in this anthology range from Maine to Georgia, and from New England to Mark Twains Southwest; from boisterous frontier jokes to sharp political and social satire. It was during this century that regional folk humor developed into a cons...|3|9|1529|6902|$21.49
20030616|Dash Flat Woven Rugs Ruby ( 8' x 11')|The Dash Flat Woven Rug comes in ruby and is made with 50% Wool, 50% Cotton material. This rug is flat woven into a beautiful rectangle shape.|1|3|244|608|$528.49
12494882|Various Artists - Classiques de Noel|<b>Disc 0:</b><br><ul> <li>No track list available </ul>|3|10|974|3437|$10.11
3576889|Down the Asphalt Path: The Automobile and the American City (Paperback)|<p>Imagine a world without automobiles, traffic lights, and interstate highways. Or the words<i>commuter</i> and <i>parking</i>. For a nation that prides itself on the freedom of movement and the long weekend, this seems nearly impossible.</p><p>In <i>...|3|9|1527|6890|$41.00
17181723|Cambridge Rubbed Oil Bronze Finish Flush Mount with Opal Shade|Bring home a touch of traditional charm with this Cambridge 2 light flush mount. Finished in rubbed oil bronze, adorning opal shade and incandescent, medium base bulbs, this fixture is not only a pleasant aesthetic, but a utilitarian success.|1|3|300|22416|$31.49
15643142|Michael Valitutti Two-tone Kyanite and Chrome Diopside Ring|<li>Kyanite and chrome diopside ring  <li>Two-tone palladium silver jewelry  <li>Available in size 7 only  <li><a href='http://www.overstock.com/downloads/pdf/2010_RingSizing.pdf'><span class='links'>Click here for ring sizing guide</span></a>|4|13|2360|14640|$105.99
17727464|The Man from Snowy River (CD-Audio)|Jim Craig is eighteen-years-old, and cannot return to his mountain home until he has proven himself a man. Jessica Harrison is the beautiful, impetuous daughter of the wealthy cattleman whose £1000 colt runs off to join the brumby mob. And then there i...|3|9|854|3433|$9.74
22651720|Women's Sakroots Artist Circle Basic Crossbody Neon Zen Flower|This compact crossbody is roomy enough for all your essentials, with plenty of organization features. Zipper closure Two front zipper pockets and one back zipper pocket Lining features two multi function pockets and one zipper pocket|7|111|1317|5757|$52.95
